id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
169,South East Queensland Stars,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,2004,South East Queensland Stars Arena,5136,TBD,Stars,,https://en.wikipedia.org/wiki/South_East_Queensland_Stars,No description available.,4987,men,1,12,€19M,26-21,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 1}",2026-05-12T20:19:40.189944+00:00
170,Townsville Crocodiles,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1971,Townsville Crocodiles Arena,14015,TBD,Crocodiles,,https://en.wikipedia.org/wiki/Townsville_Crocodiles,No description available.,1698,men,5,8,€8M,20-22,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:19:41.710697+00:00
171,Townsville Fire,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1962,Townsville Fire Arena,13558,TBD,Fire,,https://en.wikipedia.org/wiki/Townsville_Fire,No description available.,2506,men,8,37,€19M,18-13,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 8}",2026-05-12T20:19:43.953044+00:00
172,USC Rip City,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1957,USC Rip City Arena,14325,TBD,City,,https://en.wikipedia.org/wiki/USC_Rip_City,No description available.,3557,men,5,39,€20M,20-24,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:19:45.915954+00:00
173,Mount Gambier Pioneers,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1972,Mount Gambier Pioneers Arena,10989,TBD,Pioneers,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Mount_Gambier_Pioneers_logo.png/330px-Mount_Gambier_Pioneers_logo.png,https://en.wikipedia.org/wiki/Mount_Gambier_Pioneers,No description available.,1601,men,7,21,€11M,29-29,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 7}",2026-05-12T20:19:50.451533+00:00
175,Devonport Warriors,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,2002,Devonport Warriors Arena,7462,TBD,Warriors,https://upload.wikimedia.org/wikipedia/en/c/cd/Devonport_Warriors_Tasmania_basketball_club.png,https://en.wikipedia.org/wiki/Devonport_Warriors,No description available.,783,men,5,30,€7M,24-13,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:19:58.125119+00:00
176,Hobart Chargers,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1980,Hobart Chargers Arena,8956,TBD,Chargers,https://upload.wikimedia.org/wikipedia/en/2/29/Hobart_Chargers_logo.jpg,https://en.wikipedia.org/wiki/Hobart_Chargers,"Hobart Chargers is a NBL1 South club based in Hobart, Tasmania. The club fields a team in both the Men's and Women's NBL1 South. The Chargers play their home games at The Hutchins School.",3410,men,7,33,€4M,12-14,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 7}",2026-05-12T20:20:00.641065+00:00
177,Hobart Devils,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1959,Hobart Devils Arena,15044,TBD,Devils,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Hobart_Devils_2.png/330px-Hobart_Devils_2.png,https://en.wikipedia.org/wiki/Hobart_Devils,The Hobart Devils are a defunct professional basketball team that competed in the Australian National Basketball League (NBL).,1082,men,5,10,€15M,15-30,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:20:03.052530+00:00
178,Hobart Islanders,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1995,Hobart Islanders Arena,14030,TBD,Islanders,,https://en.wikipedia.org/wiki/Hobart_Islanders,"The Hobart Islanders were an Australian professional basketball team based in Hobart, Tasmania. The Islanders competed in the Women's National Basketball League (WNBL) and played their home games at Kingborough Sports Centre.",287,men,6,35,€19M,30-14,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 6}",2026-05-12T20:20:05.949057+00:00
179,Launceston Casino City,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1992,Launceston Casino City Arena,10408,TBD,City,,https://en.wikipedia.org/wiki/Launceston_Casino_City,"Launceston Casino City was an Australian professional basketball team that competed in the National Basketball League (NBL). Formed in 1980, the club was based in Launceston, Tasmania. It lasted only three seasons before folding, but won the NBL championship in 1981.",233,men,1,21,€4M,15-24,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 1}",2026-05-12T20:20:08.082284+00:00
180,Launceston Tornadoes,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1968,Launceston Tornadoes Arena,14982,TBD,Tornadoes,https://upload.wikimedia.org/wikipedia/en/f/ff/Launceston_Tornadoes_logo.png,https://en.wikipedia.org/wiki/Launceston_Tornadoes,"The Launceston Tornadoes are a defunct Australian basketball team that played in the South East Australian Basketball League (SEABL) and NBL1 South. The team was based in Launceston, Tasmania, and played their home games at Elphin Sports Centre.",2933,men,4,5,€10M,16-27,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 4}",2026-05-12T20:20:09.910839+00:00
641,Argentina women's national basketball team,Argentina,Argentina,Argentina Basketball Leagues,Western,2010,Argentina women's national basketball team Arena,19071,TBD,team,https://upload.wikimedia.org/wikipedia/commons/a/a2/Argentina_basketball_wordmark_2025.png,https://en.wikipedia.org/wiki/Argentina_women's_national_basketball_team,No description available.,971,men,0,16,€6M,11-29,TBD,TBD,TBD,"{""Argentina Basketball Leagues Titles"": 0}",2026-05-12T20:43:59.353083+00:00
2333,BC Mažeikiai,Lithuania,Lithuania,Lithuania Basketball Leagues,Eastern,1989,BC Mažeikiai Arena,15985,TBD,Mažeikiai,,https://en.wikipedia.org/wiki/BC_Mažeikiai,No description available.,1604,men,4,17,€2M,10-12,TBD,TBD,TBD,"{""Lithuania Basketball Leagues Titles"": 4}",2026-05-12T22:12:59.934074+00:00
1406,Germany men's national basketball team,Germany,Germany,Germany Basketball Leagues,Eastern,1967,Germany men's national basketball team Arena,5782,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Coat_of_arms_of_Germany.svg/330px-Coat_of_arms_of_Germany.svg.png,https://en.wikipedia.org/wiki/Germany_men's_national_basketball_team,"The Germany men's national basketball team represents Germany in international basketball competition. The team is directed by the German Basketball Federation, the governing body for basketball in Germany. Currently, Germany is ranked second in the FIBA World Ranking.",4915,men,9,23,€4M,17-22,TBD,TBD,TBD,"{""Germany Basketball Leagues Titles"": 9}",2026-05-12T21:21:21.075978+00:00
1564,Hong Kong women's national 3x3 team,Hong Kong,Hong Kong,Hong Kong Basketball Leagues,Western,2005,Hong Kong women's national 3x3 team Arena,10297,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/330px-Flag_of_Hong_Kong.svg.png,https://en.wikipedia.org/wiki/Hong_Kong_women's_national_3x3_team,No description available.,159,men,4,9,€4M,28-29,TBD,TBD,TBD,"{""Hong Kong Basketball Leagues Titles"": 4}",2026-05-13T20:23:29.582798+00:00
182,Northern Force (NBL1 South),Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1996,Northern Force (NBL1 South) Arena,15236,TBD,South),https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Northern_Force_NBL1_logo.jpg/330px-Northern_Force_NBL1_logo.jpg,https://en.wikipedia.org/wiki/Northern_Force_(NBL1_South),"Northern Force is an Australian basketball club set to debut in the men's and women's NBL1 South in 2026. The club will split their operations across two northern Tasmanian cities, Launceston and Ulverstone, and will play their home games at Elphin Sports Centre and Ulverstone Sports & Leisure Centre.",609,men,4,18,€15M,27-17,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 4}",2026-05-12T20:20:14.876941+00:00
183,Tasmania Jewels,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1998,Tasmania Jewels Arena,19510,TBD,Jewels,https://upload.wikimedia.org/wikipedia/en/3/39/Tasmania_Jewels_logo.png,https://en.wikipedia.org/wiki/Tasmania_Jewels,"The Tasmania Jewels are an Australian professional basketball team based in Hobart, Tasmania, who will enter the Women's National Basketball League (WNBL) in 2026.",3849,men,8,13,€8M,30-11,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 8}",2026-05-12T20:20:16.586977+00:00
184,Ballarat Miners,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,2007,Ballarat Miners Arena,5187,TBD,Miners,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Ballarat_Miners_logo_2021.png/330px-Ballarat_Miners_logo_2021.png,https://en.wikipedia.org/wiki/Ballarat_Miners,"Ballarat Miners is a NBL1 South club based in Ballarat, Victoria, Australia. The club fields a team in both the Men's and Women's NBL1 South. The club is a division of Ballarat Basketball Association, the major administrative basketball organisation in the region. The Miners play their home games at Ballarat Sports Events Centre.",3821,men,5,32,€9M,30-13,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 5}",2026-05-12T20:20:20.334196+00:00
185,Bendigo Braves,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1950,Bendigo Braves Arena,19451,TBD,Braves,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Bendigo_Braves_new_logo.jpg/330px-Bendigo_Braves_new_logo.jpg,https://en.wikipedia.org/wiki/Bendigo_Braves,No description available.,4682,men,0,30,€15M,24-10,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 0}",2026-05-12T20:20:22.002343+00:00
186,Bendigo Spirit,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1961,Bendigo Spirit Arena,9611,TBD,Spirit,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Bendigo_Spirit_new_logo.png/330px-Bendigo_Spirit_new_logo.png,https://en.wikipedia.org/wiki/Bendigo_Spirit,No description available.,1009,men,6,35,€15M,13-19,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 6}",2026-05-12T20:20:25.224739+00:00
188,Geelong United (NBL1 South),Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,2001,Geelong United (NBL1 South) Arena,14925,TBD,South),,https://en.wikipedia.org/wiki/Geelong_United_(NBL1_South),No description available.,1513,men,1,7,€1M,18-19,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 1}",2026-05-12T20:20:30.845947+00:00
189,Geelong United Basketball,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1999,Geelong United Basketball Arena,19647,TBD,Basketball,,https://en.wikipedia.org/wiki/Geelong_United_Basketball,No description available.,2860,men,4,35,€9M,15-30,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 4}",2026-05-12T20:20:33.760543+00:00
190,Cockburn Cougars,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1960,Cockburn Cougars Arena,11178,TBD,Cougars,https://upload.wikimedia.org/wikipedia/en/3/3d/Cockburn_Cougars_new_logo.png,https://en.wikipedia.org/wiki/Cockburn_Cougars,No description available.,4891,men,7,37,€3M,29-27,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 7}",2026-05-12T20:20:37.151734+00:00
191,East Perth Eagles,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Eastern,1969,East Perth Eagles Arena,14001,TBD,Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/East_Perth_Eagles_new_logo.png/330px-East_Perth_Eagles_new_logo.png,https://en.wikipedia.org/wiki/East_Perth_Eagles,No description available.,1937,men,8,18,€15M,18-25,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 8}",2026-05-12T20:20:39.123477+00:00
245,BBC Magdeburg,Basketball teams by country subdivision,Basketball teams by country subdivision,Basketball teams by country subdivision Basketball Leagues,Western,1998,BBC Magdeburg Arena,5987,TBD,Magdeburg,,https://en.wikipedia.org/wiki/BBC_Magdeburg,No description available.,4607,men,2,6,€5M,23-15,TBD,TBD,TBD,"{""Basketball teams by country subdivision Basketball Leagues Titles"": 2}",2026-05-12T20:23:31.479237+00:00
670,Atlético Echagüe,Argentina,Argentina,Argentina Basketball Leagues,Eastern,1975,Atlético Echagüe Arena,15414,TBD,Echagüe,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Atl%C3%A9tico_Echag%C3%BCe_logo.svg/330px-Atl%C3%A9tico_Echag%C3%BCe_logo.svg.png,https://en.wikipedia.org/wiki/Atlético_Echagüe,"Atlético Echagüe is an Argentine professional basketball team located in Paraná, Entre Ríos. The team competes in the Liga Nacional de Básquet.",4850,men,5,39,€19M,21-15,TBD,TBD,TBD,"{""Argentina Basketball Leagues Titles"": 5}",2026-05-12T20:44:14.664897+00:00
671,Club Atlético Banco de la Provincia de Buenos Aires,Argentina,Argentina,Argentina Basketball Leagues,Eastern,1963,Club Atlético Banco de la Provincia de Buenos Aires Arena,5337,TBD,Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Club_banco_provincia_crest.png/330px-Club_banco_provincia_crest.png,https://en.wikipedia.org/wiki/Club_Atlético_Banco_de_la_Provincia_de_Buenos_Aires,"Club Atlético Banco de la Provincia de Buenos Aires, simply known as Banco Provincia is a sports club based in the city of Vicente López in the homonymous partido of Greater Buenos Aires. The club, mostly known for its men's and women's field hockey teams, hosts a wide variety of sports such as basketball, football, gymnastics, golf, swimming, tennis, martial arts amongst other sports and social activities.",4702,men,6,32,€18M,27-17,TBD,TBD,TBD,"{""Argentina Basketball Leagues Titles"": 6}",2026-05-12T20:44:17.907065+00:00
